model,rows,folds,NDCG,captured_positive_excess_1pct,captured_resistant_cases_1pct,precision_1pct,recall_1pct,NNI_1pct,captured_positive_excess_2pct,captured_resistant_cases_2pct,precision_2pct,recall_2pct,NNI_2pct,captured_positive_excess_5pct,captured_resistant_cases_5pct,precision_5pct,recall_5pct,NNI_5pct,captured_positive_excess_10pct,captured_resistant_cases_10pct,precision_10pct,recall_10pct,NNI_10pct,captured_positive_excess_20pct,captured_resistant_cases_20pct,precision_20pct,recall_20pct,NNI_20pct
farrington_standardized_excess,26340,25,0.41242385529600856,0.08520473545656783,3470.0,0.3566666666666667,0.04549319727891157,2.803738317757009,0.18093515729693446,4066.0,0.42592592592592593,0.0977891156462585,2.3478260869565215,0.2908680105682681,4701.0,0.328030303030303,0.1840986394557823,3.048498845265589,0.37915077142795833,5170.0,0.2537878787878788,0.2848639455782313,3.940298507462687,0.4585033904176547,5482.0,0.16988636363636364,0.38137755102040816,5.88628762541806
recent_burden,26340,25,0.41242385529600856,0.08520473545656783,3470.0,0.3566666666666667,0.04549319727891157,2.803738317757009,0.18093515729693446,4066.0,0.42592592592592593,0.0977891156462585,2.3478260869565215,0.2908680105682681,4701.0,0.328030303030303,0.1840986394557823,3.048498845265589,0.37915077142795833,5170.0,0.2537878787878788,0.2848639455782313,3.940298507462687,0.4585033904176547,5482.0,0.16988636363636364,0.38137755102040816,5.88628762541806
recent_growth,26340,25,0.39390503157667067,0.07621719474419472,3413.0,0.33666666666666667,0.0429421768707483,2.9702970297029703,0.15470485114201252,3942.0,0.387037037037037,0.08886054421768708,2.583732057416268,0.2612062624927315,4541.0,0.3068181818181818,0.17219387755102042,3.259259259259259,0.36014284125622,5043.0,0.24924242424242424,0.27976190476190477,4.0121580547112465,0.44097351719556527,5408.0,0.1643939393939394,0.36904761904761907,6.08294930875576
lightgbm_lambdamart_full_combined,26340,25,0.47220976057290803,0.10212806104004336,1410.0,0.38666666666666666,0.04931972789115646,2.586206896551724,0.15411978778980348,2059.0,0.39444444444444443,0.09056122448979592,2.535211267605634,0.2606850606552381,3505.0,0.3409090909090909,0.1913265306122449,2.9333333333333336,0.3810538313384549,4577.0,0.28295454545454546,0.31760204081632654,3.534136546184739,0.5668439039492825,5790.0,0.23087121212121212,0.51828231292517,4.331419196062346
