model,rows,folds,top1_capture,top2_capture,top5_capture,top10_capture,top20_capture,NDCG
farrington_standardized_excess,26340,25,0.08520473545656783,0.18093515729693446,0.2908680105682681,0.37915077142795833,0.4585033904176547,0.41242385529600856
recent_burden,26340,25,0.08520473545656783,0.18093515729693446,0.2908680105682681,0.37915077142795833,0.4585033904176547,0.41242385529600856
recent_growth,26340,25,0.07621719474419472,0.15470485114201252,0.2612062624927315,0.36014284125622,0.44097351719556527,0.39390503157667067
lightgbm_lambdamart_full_combined,26340,25,0.10212806104004336,0.15411978778980348,0.2606850606552381,0.3810538313384549,0.5668439039492825,0.47220976057290803
